id,species,file,abundance
Klebsiella_pneumoniae_pneumoniae_MGH78578,Klebsiella_pneumoniae,dbs/Klebsiella_pneumoniae_pneumoniae_MGH78578.xml,2.0628
Klebsiella_oxytoca_KCTC_1686,Klebsiella_oxytoca,dbs/Klebsiella_oxytoca_KCTC_1686.xml,0.1236
Escherichia_coli_SE11,Escherichia_coli,dbs/Escherichia_coli_SE11.xml,0.1924
Citrobacter_amalonaticus_Y19,Citrobacter_amalonaticus,dbs/Citrobacter_amalonaticus_Y19.xml,0.034
Citrobacter_freundii_ATCC_8090,Citrobacter_freundii,dbs/Citrobacter_freundii_ATCC_8090.xml,0.0068000000000000005
Enterobacter_cloacae_EcWSU1,Enterobacter_cloacae,dbs/Enterobacter_cloacae_EcWSU1.xml,0.015600000000000001
Salmonella_enterica_enterica_sv_Typhimurium_LT2,Salmonella_enterica,dbs/Salmonella_enterica_enterica_sv_Typhimurium_LT2.xml,0.0044
Lactobacillus_paracasei_subsp_paracasei_ATCC_25302,Lactobacillus_paracasei,dbs/Lactobacillus_paracasei_subsp_paracasei_ATCC_25302.xml,0.188
Lactobacillus_casei_ATCC_334,Lactobacillus_casei,dbs/Lactobacillus_casei_ATCC_334.xml,0.026000000000000002
Lactobacillus_plantarum_JDM1,Lactobacillus_plantarum,dbs/Lactobacillus_plantarum_JDM1.xml,0.013600000000000001
Lactobacillus_salivarius_salivarius_UCC118,Lactobacillus_salivarius,dbs/Lactobacillus_salivarius_salivarius_UCC118.xml,0.01
Lactobacillus_rhamnosus_GG_ATCC_53103,Lactobacillus_rhamnosus,dbs/Lactobacillus_rhamnosus_GG_ATCC_53103.xml,0.005600000000000001
Pediococcus_acidilactici_DSM_20284,Pediococcus_acidilactici,dbs/Pediococcus_acidilactici_DSM_20284.xml,0.08720000000000001
Pediococcus_pentosaceus_ATCC_25745,Pediococcus_pentosaceus,dbs/Pediococcus_pentosaceus_ATCC_25745.xml,0.0172
Streptococcus_thermophilus_LMG_18311,Streptococcus_thermophilus,dbs/Streptococcus_thermophilus_LMG_18311.xml,0.1
Streptococcus_parasanguinis_ATCC_903,Streptococcus_parasanguinis,dbs/Streptococcus_parasanguinis_ATCC_903.xml,0.005600000000000001
Akkermansia_muciniphila_ATCC_BAA_835,Akkermansia_muciniphila,dbs/Akkermansia_muciniphila_ATCC_BAA_835.xml,0.18600000000000003
Fusobacterium_nucleatum_subsp_animalis_3_1_33,Fusobacterium_nucleatum,dbs/Fusobacterium_nucleatum_subsp_animalis_3_1_33.xml,0.0072
Methanobrevibacter_smithii_ATCC_35061,Methanobrevibacter_smithii,dbs/Methanobrevibacter_smithii_ATCC_35061.xml,0.11199999999999999
Eubacterium_rectale_M104_1,Eubacterium_rectale,dbs/Eubacterium_rectale_M104_1.xml,7.852
Anaerostipes_hadrus_DSM_3319,Anaerostipes_hadrus,dbs/Anaerostipes_hadrus_DSM_3319.xml,2.0
Roseburia_hominis_A2_183,Roseburia_hominis,dbs/Roseburia_hominis_A2_183.xml,1.096
Clostridium_bolteae_ATCC_BAA_613,Clostridium_bolteae,dbs/Clostridium_bolteae_ATCC_BAA_613.xml,0.30000000000000004
Blautia_hansenii_VPI_C7_24_DSM_20583,Blautia_hansenii,dbs/Blautia_hansenii_VPI_C7_24_DSM_20583.xml,0.476
Eubacterium_eligens_ATCC_27750,Eubacterium_eligens,dbs/Eubacterium_eligens_ATCC_27750.xml,2.808
Eubacterium_hallii_L2_7,Eubacterium_hallii,dbs/Eubacterium_hallii_L2_7.xml,1.54
Eubacterium_cellulosolvens_6,Eubacterium_cellulosolvens,dbs/Eubacterium_cellulosolvens_6.xml,0.08000000000000002
Eubacterium_limosum_KIST612,Eubacterium_limosum,dbs/Eubacterium_limosum_KIST612.xml,0.052000000000000005
Ruminococcus_bicirculans_80_3,Ruminococcus_bicirculans,dbs/Ruminococcus_bicirculans_80_3.xml,1.3239999999999998
Ruminococcus_champanellensis_18P13,Ruminococcus_champanellensis,dbs/Ruminococcus_champanellensis_18P13.xml,0.07600000000000001
Ruminococcus_albus_7,Ruminococcus_albus,dbs/Ruminococcus_albus_7.xml,0.044000000000000004
Clostridium_difficile_NAP07,Clostridium_difficile,dbs/Clostridium_difficile_NAP07.xml,0.44800000000000006
Flavonifractor_plautii_ATCC_29863,Flavonifractor_plautii,dbs/Flavonifractor_plautii_ATCC_29863.xml,0.22000000000000003
Streptococcus_salivarius_JIM8777,Streptococcus_salivarius,dbs/Streptococcus_salivarius_JIM8777.xml,0.13999999999999999
Streptococcus_agalactiae_A909,Streptococcus_agalactiae,dbs/Streptococcus_agalactiae_A909.xml,0.06
