compartments,abundance,growth_rate,reactions,metabolites
Anaerostipes_hadrus_DSM_3319,0.00799582826351469,0.0,1704,1331
Bacillus_cereus_G9842,0.0029549800104293417,0.0,1586,1263
Bifidobacterium_animalis_lactis_CNCM_I_2494,0.024856596558317404,0.0,1003,907
Bifidobacterium_dentium_ATCC_27678,0.04919172605597081,0.0,1924,1341
Blautia_hansenii_VPI_C7_24_DSM_20583,0.003476447071093343,0.0,2055,1297
Cellulosilyticum_lentocellum_DSM_5427,0.0031288023639840087,-2.7640112421067897e-12,1239,1086
Citrobacter_freundii_ATCC_8090,0.0019120458891013388,-7.213118990989642e-13,1867,1450
Clostridium_beijerinckii_NCIMB_8052,0.0022596905962106732,0.0,1481,1235
Clostridium_botulinum_A_str_ATCC_3502,0.005736137667304016,0.0,1390,1196
Clostridium_butyricum_DSM_10702,0.2598644185642274,0.0,1422,1146
Clostridium_difficile_NAP07,0.019468103598122725,0.0,1689,1331
Clostridium_perfringens_ATCC_13124,0.09942638623326962,0.0,1358,1140
Clostridium_saccharoperbutylacetonicum_N1_4_HMT,0.0029549800104293417,0.0,1509,1259
Enterobacter_cloacae_EcWSU1,0.0232921953763254,13.653613195394389,1800,1414
Enterococcus_faecalis_OG1RF_ATCC_47077,0.002085868242656006,0.0,1174,1001
Escherichia_coli_SE11,0.19885277246653923,0.0,2356,1643
Eubacterium_rectale_M104_1,0.0024335129497653407,-1.2168044349891716e-13,1785,1348
Klebsiella_oxytoca_KCTC_1686,0.010255518859725362,17.019837542817033,1885,1489
Klebsiella_pneumoniae_pneumoniae_MGH78578,0.13488614635842172,0.0,1817,1379
Lactobacillus_acidophilus_ATCC_4796,0.009386407091952027,0.0,1287,1017
Lactobacillus_rhamnosus_GG_ATCC_53103,0.003476447071093343,0.0,1981,1427
Lactococcus_lactis_subsp_lactis_Il1403,0.004345558838866679,0.0,1295,1118
Roseburia_hominis_A2_183,0.003476447071093343,2.3803181647963356e-13,1180,1040
Streptococcus_salivarius_JIM8777,0.0027811576568746747,-1.0480505352461478e-13,1190,1005
Veillonella_parvula_Te3_DSM_2008,0.0978619850512776,0.0,1105,979
Yersinia_enterocolitica_subsp_enterocolitica_8081,0.023639840083434734,0.0,1687,1340
medium,,,710,710
