Anaerostipes_hadrus_DSM_3319,Bacillus_cereus_G9842,Bifidobacterium_animalis_lactis_CNCM_I_2494,Bifidobacterium_dentium_ATCC_27678,Blautia_hansenii_VPI_C7_24_DSM_20583,Cellulosilyticum_lentocellum_DSM_5427,Citrobacter_freundii_ATCC_8090,Clostridium_beijerinckii_NCIMB_8052,Clostridium_botulinum_A_str_ATCC_3502,Clostridium_butyricum_DSM_10702,Clostridium_difficile_NAP07,Clostridium_perfringens_ATCC_13124,Clostridium_saccharoperbutylacetonicum_N1_4_HMT,Enterobacter_cloacae_EcWSU1,Enterococcus_faecalis_OG1RF_ATCC_47077,Escherichia_coli_SE11,Eubacterium_rectale_M104_1,Klebsiella_oxytoca_KCTC_1686,Klebsiella_pneumoniae_pneumoniae_MGH78578,Lactobacillus_acidophilus_ATCC_4796,Lactobacillus_rhamnosus_GG_ATCC_53103,Lactococcus_lactis_subsp_lactis_Il1403,Roseburia_hominis_A2_183,Streptococcus_salivarius_JIM8777,Veillonella_parvula_Te3_DSM_2008,Yersinia_enterocolitica_subsp_enterocolitica_8081
-1.0,0.6285433857571256,0.00922900565534809,0.00017143794264303094,-0.023889613968130653,-0.00706660680459032,0.2498995069580243,0.34429283038635883,0.029145160389914663,0.000157217179534807,0.00014253376942563058,0.00016092569796243779,0.09847588678316904,0.006350002312912377,-0.2673387694602776,0.0001662685681440981,0.0562769159794966,0.013680269890961149,0.00016680539458676548,7.190996264403968e-05,1.323420289249756,0.14015386723625786,0.04194644307893489,0.08429703912526534,0.00016056257371905967,0.010811188397557998
0.047314432763153676,-1.0,0.004851253170355178,1.0120641827265937e-05,-0.0797844102910921,0.03703302553081051,-0.03431580782836889,0.16245420579864242,0.03816295326279479,-3.7529942154993093e-05,-0.00010971577928696844,-3.752167320036018e-05,-0.024229304679088973,-0.0012933401699639446,-0.10954004927027988,-3.752869170378174e-05,-0.09893395678659486,-0.04255110462627229,-3.753036417241469e-05,0.009601413107898863,0.8599922135631314,0.00851180920005136,0.03217073699532098,0.0982684523999628,-3.7525010575900945e-05,0.004321771118861006
-0.04940614466967701,0.01718716794364591,-1.0,0.004072462484498901,0.010870831873202163,0.3235021624236068,0.00901237131229934,0.019124121799137268,0.022500760330464855,0.0040775571615257475,0.004007610147683283,0.004077959676228465,-0.07326367323234113,0.0002430255864071909,-0.31405528365186025,0.004077611779328188,-0.08920234131303673,-0.035438937772088994,0.004077527556448251,0.008900805798472083,0.9941771750636283,0.06775020146360375,0.044394456977433175,0.057854904250759086,0.004077798661700405,0.011872011098568825
0.031144612838798432,0.12117954797531245,0.01626806977453999,-1.0,-0.04973487988412843,0.08358566475006089,0.03201565736038419,0.23064700825369508,0.034104319902873555,0.016256177511656252,0.016189968500397556,0.016256187739413508,-0.020343117755651424,0.015110815871266777,-0.11904376885157186,0.01625617844501081,-0.039950070923073504,-0.025532403804642285,0.0162561767624293,0.029878735975894747,1.1759161056505139,0.02976137155852711,0.07353516759398815,0.021624452887997046,0.016256183329323787,0.030522396028556144
0.09637660343505121,0.538067211211292,0.06484940900749404,0.0032604272273223478,-1.0,0.27579866399265185,0.728943536839181,0.4472719212891298,0.13621952489877662,-0.0015197232036322616,0.01965319313529729,-0.0015171322640238228,0.30691193270049505,0.05367703199460273,0.1542319195072688,-0.0015193483283096835,0.2695719082756885,0.24561210937905198,-0.001519907077528822,0.01799665207986231,1.1550103777141398,0.21017807538213693,0.4217861506918103,0.14054829164396765,-0.0015182292326538142,0.08915845828489305
0.008490556614496934,0.14790158776861803,-0.001646167480205794,0.0007615953133633103,-0.06993110779051753,-1.0,0.029003290305778317,0.1386013106586107,0.0007048945400974486,2.8365406205605434e-05,-4.226393284187956e-05,2.8548664839866843e-05,-0.08401982355410866,0.003833541463560284,-0.21517717574812031,2.8399846194291707e-05,-0.06168297805549289,-0.045791610962810876,2.835351301223304e-05,0.012302034121124709,0.337770356473726,-0.011245303011236982,-0.009987909370645682,0.09218098835576255,2.847571376568327e-05,0.012050005898306954
0.05690509297851047,0.046879546960087295,0.006447263442468414,0.0001855968273386118,0.016297133818021416,0.018658488287052973,-1.0,0.07882370657583362,-0.010569020241724722,-0.00013474636515860096,-0.00020695969909517145,-0.0001346816046354908,-0.09225987616267801,-0.002642965291487376,0.21619453489671225,-0.00013473531752373946,-0.015341022167720684,-0.015415086687018999,-0.0001347501483324375,0.00402152589918278,0.7893424366769028,-0.023277037288580636,0.11598105396393205,0.04562609917408576,-0.00013470660420490226,0.010552313724363402
0.008436710348777124,0.23479942140786106,-0.0011123271282855222,-0.00010368515193503235,-0.1751243855216799,0.2700159814762875,0.04096029585329333,-1.0,-0.021695556103508457,-8.435024518439184e-05,-0.00015691448270969654,-8.43306640922266e-05,0.03509546205032223,0.00015555949597983844,-0.0455932206228732,-8.434677418838517e-05,-0.0310025632521766,-0.024485426109117366,-8.435144970152631e-05,0.019453207257124138,0.5674777667633798,0.03582501129241755,0.007238757671919485,0.01742609468816928,-8.433885905532466e-05,0.016431050717645976
0.11268961728291303,0.20123726881042991,-0.0015978068934084308,0.0002230162588028661,-0.026510307288968908,0.044852281257939844,-0.05473037193417526,0.10184170873711755,-1.0,0.0002299315115123114,0.0001600908431354305,0.00023009753298968886,-0.16400768852620545,-0.00552811586523505,-0.35189991661587366,0.0002299587369523223,-0.12591905455254554,-0.05925817436189483,0.00022991855834575035,-0.0041415626845084565,0.17657786329169187,0.0497512693824636,-0.06558890269365888,0.06103561971877455,0.00023003273141636356,0.00989651311154445
0.6337794648488705,0.4936639646208385,0.8165501288648883,0.8227682416937642,0.43865976013801683,0.45875669755344556,0.3700608528627043,0.34926961572422166,0.6877847490277332,-1.0,0.8226710447389392,0.8228035865058125,0.3287077296160118,0.7854087726113435,-0.01252796562345215,0.8228035880191231,0.42584535497276876,0.6212388811647095,0.8228035879733339,0.8028885237626187,1.4939345699174542,0.6896658358724457,0.5721267016202186,0.7066852795488106,0.8228035877093358,0.8099343563919107
0.041252519905941386,0.39365868051723074,0.02326104681565392,0.0029924699961897156,0.1736540522582889,0.288350382700191,0.28947959988421856,0.4210984650149658,0.22469980436477444,0.0015953752212799093,-1.0,0.001595697725620417,0.09449314793311056,0.048191442666012545,-0.24899243857443135,0.001595414847664837,0.21247115465173327,0.0801675381225265,0.0015953523787667465,0.04974420956963774,0.6167931260409342,0.16751925309053234,0.29220340480890045,0.18301417592762734,0.001595542332743818,0.06440500503199613
0.08235835507962364,0.05568410841997357,0.06971167463075008,0.07072703636115799,0.2036764424918592,0.058229554790621633,-0.0006944636951680118,-0.016533975512326667,0.04379257962462857,0.07074780846165905,0.07066993450328113,-1.0,-0.11457716580262041,0.05558002361661616,-0.2656262383043313,0.0707478076483311,-0.008375000253793653,0.031199972650927707,0.0707478086299953,0.06421516947377515,0.5879253207608106,0.07580922529222554,0.018875394300108737,0.03311492484255347,0.07074780612270018,0.07842843013184735
-0.040694632170181856,0.04128905244916964,-0.001041229165501553,0.0001982550098647549,-0.057284653739172534,-0.014006929713953679,0.05014945047382939,0.09960149983021001,-0.023226402658720467,3.519974710254389e-05,-3.620388289681266e-05,3.537581181258655e-05,-1.0,-0.005649527712964163,-0.030523095098702543,3.5229742240224786e-05,-0.017440449822890922,-0.018274783041357462,3.518715105859363e-05,-0.0030493738248767743,0.9745345211664406,0.06712599905461253,0.016545950701378036,-0.03321503263183737,3.530383290336122e-05,0.002546485087238164
0.020719919109964985,0.06342748614917378,0.004929773563409015,0.0035892640092957118,-0.035042688232697565,0.2656383736462374,-0.09541026092029281,0.08852997911882683,0.013319563253759586,0.003607742459140123,0.0035493515956233164,0.00360811309398667,-0.09536398975173858,-1.0,-0.16204719479096244,0.0036077972692762196,-0.07768214994170086,-0.020639123250089625,0.00360771444383278,0.009920495333140145,0.7870366208610341,0.01693571728895951,0.06436585160826166,-0.012724159172081693,0.003607963224688594,0.010002699268895777
-0.036049480598008485,-0.0035642765109970683,0.0015243261181289477,7.085565041114539e-06,-0.18391664150125525,0.058741116193752115,-0.07241202136785345,0.14262961874433028,0.03300038665993971,2.6027245778884464e-05,-4.541338647187447e-05,2.6184550436867048e-05,-0.04927186428977263,-0.0029736709539826306,-1.0,2.6055153330064744e-05,-0.11365991587388703,-0.07068985367329102,2.601682858962399e-05,-0.00536545027056174,1.0118068157559297,0.07924077332098475,0.02403249935038829,0.027906263218366548,2.6122368370242172e-05,0.005900000516646622
0.36886027934697585,0.5889345307626714,0.356834041573914,0.3585018546664689,0.189665830376483,0.4783448908069956,0.3618049724645256,0.5160437912814869,0.37093943686027747,0.3585278942176504,0.3584301765886873,0.3585279821687311,0.42497733219443123,0.37085255243899834,0.19233355992681603,-1.0,0.4003579956241999,0.32395963190576355,0.358527887690366,0.38124025844154236,1.4917129323138643,0.43657765385739744,0.3600310675309983,0.4146445288793256,0.358527941759393,0.3673826012933563
0.11656025463693448,0.5321113766616482,0.036113531166484227,0.0012679686988014284,0.1627069570982958,0.34238011020496373,0.6152019454413511,0.3475625003782981,0.2582501027036954,-0.001206115079393449,0.012204215085681805,-0.001202550156741361,0.403974836277177,0.05120905801972745,0.1514823609299749,-0.0012057262054902197,-1.0,0.13777177616972583,-0.0012063175786187845,0.05134907835525544,0.7886443809030429,0.22375421397936504,0.2732167130331603,0.27319705327744304,-0.0012042879140798958,0.05927864569186699
-0.03381578966511618,0.14692490294656813,-0.0006067205709255412,0.0006913158934579845,-0.08662811936694226,0.06565460210755089,0.06792388848025657,0.1691558002665334,0.02100761363742879,0.0007086326657320327,0.0006364567286242783,0.0007087021699728504,-0.08644062627324427,-0.006078953329728405,-0.3359699855998002,0.0007086454773471231,-0.05792709346907699,-1.0,0.0007086286309577834,0.014506156590294604,1.0245311646120248,0.07869584114813555,-0.02129446002653917,0.039481737500219286,0.0007086744645543091,0.012694227988536344
0.21060338121763764,0.20000097514060824,0.1390379853225369,0.13810443786944246,0.026435516341870455,0.24115117422853427,0.16963169382203416,0.38035632699431365,0.2100291158124403,0.13812408627686104,0.13817645500885714,0.13812476796938353,0.04584181361218142,0.14968624380466966,-0.10418533923083016,0.13812417969740856,0.1470750263760314,0.10703684394910727,-1.0,0.15718993551171465,0.10151845194313362,0.2729494071240921,0.22550765396772987,0.19533673265995402,0.13812446843564505,0.15226896070763943
0.08080168381106476,0.3121643050285515,0.008070833983952315,-1.73749274207989e-05,-0.036992670406656894,0.10233681001588626,0.36731536117913643,0.19239997682889884,0.061068086923069205,-3.8883381391251426e-05,0.0017682389576024512,-3.379889338711899e-05,0.1218448511927278,0.029600243701552887,0.3626979079297921,-3.358645971980993e-05,0.2197657941433974,0.10659193011858215,-3.2727822209909396e-05,-1.0,0.7424791020918107,0.15943622811580582,0.17891692619367228,0.11139154966025167,-3.486983093239134e-05,0.02944814148266476
0.04941169826552377,0.16411695225177175,0.0016248534379014266,6.355438411727778e-05,-0.08453063947159067,0.009550624975493442,0.1094247840898937,-0.04043854789555485,0.05438860394235794,4.610381331786787e-05,-2.3440881006408593e-05,4.654760648094039e-05,-0.14055089269856452,-0.0004437363458890219,-0.011649861487797725,4.616910854164052e-05,-0.06933515631163756,-0.041691979280766164,4.607491338472421e-05,-0.004276689939661201,-1.0,0.09083345459571422,0.06497223216216552,0.034587248136891915,4.6371452608661007e-05,0.010334312896748018
0.011870528103032879,0.3912253215838946,-0.0010396339721669378,5.9008955271116924e-05,0.00271215560368879,-0.05566111177144826,0.03307290625225548,0.004494576055606211,0.019132693811022568,2.5288119966913796e-05,-4.5542441058476524e-05,2.539383867831175e-05,-0.08485114647798027,-0.005180114655108338,0.07923985534051664,2.5305332073208144e-05,0.021317182089721137,-0.000327415752110808,2.5281323909168873e-05,0.018474067152376154,0.26598894974869364,-1.0,0.1360893004032411,0.09032241957539633,2.5350211950661367e-05,0.011162498113619869
-0.026358563241048523,0.1512432846999018,-0.0006995626810199493,-2.768543508593685e-05,-0.01627870014029873,0.004929293508548935,0.06890822391992321,0.14523654631839453,0.004513190840341305,-8.735997901590476e-06,-7.997727544634317e-05,-8.583691998012737e-06,-0.129083228155032,0.012996841790243836,-0.027605866382333488,-8.711835522693999e-06,0.012808999446067603,-0.020368148080707815,-8.745680666857303e-06,-0.00400326588210813,0.38728496528197587,0.0190011246473794,-1.0,0.11241138888855766,-8.647135549441895e-06,0.010474558880775378
0.0025875320467091084,0.14767346711520649,-0.0016640863952426292,-7.276673919631246e-05,-0.06611609032307234,0.09013324072321222,0.03144087581615781,0.12684154897432415,0.016710450116831064,-6.377347829672951e-05,-0.00013605384833416994,-6.372410788184921e-05,0.004548916605483724,-0.0007925685128037421,-0.3902182155638867,-6.376518804684049e-05,-0.05967005920109973,-0.020156771404519738,-6.377666746910491e-05,0.014265090492403246,1.061827435922707,0.06201548724829987,0.04101699189741092,-1.0,-6.374388302843872e-05,0.005563408451815293
0.1454221489770347,0.19890946347296085,0.07101627013780806,0.06818865179560232,-0.07497980901632381,0.10884659564395405,0.1026647265875035,0.24264766872508406,0.11165308131637483,0.06820797616194521,0.06813528672524785,0.06820848493818485,-0.02213770717197891,0.06343216481231656,-0.1302091655782494,0.0682080402307634,-0.0059083384018212195,0.02252615476448203,0.0682079334277324,0.07723930749156184,0.7740179907582644,0.1277367526333687,0.024720760849688068,0.11145922780104042,-1.0,0.07778898748403537
0.0917691224600085,0.5059457041339146,0.008866944210314993,0.0036593230833660844,-0.09798208081449615,0.2429972954575933,0.2014850228729669,0.30228958749393103,0.056552914585550416,0.0032799630332644067,0.0032273214755782925,0.0032796494216096933,0.04817514078429746,0.027058433496041142,0.334535743519827,0.0032828230511759266,0.14745952834163858,0.038327879634014725,0.003279808088405978,0.05953259853374552,0.9393702386833251,0.19444627798693492,0.14571898262596872,0.1062560888005599,0.003285320806086123,-1.0
