Citrobacter_amalonaticus_Y19,Citrobacter_freundii_ATCC_8090,Citrobacter_koseri_ATCC_BAA_895,Cronobacter_sakazakii_ATCC_BAA_894,Enterobacter_asburiae_LF7a,Enterobacter_cloacae_EcWSU1,Enterobacter_hormaechei_YT3,Escherichia_albertii_TW07627,Escherichia_coli_SE11,Escherichia_fergusonii_ATCC_35469,Eubacterium_rectale_M104_1,Klebsiella_oxytoca_KCTC_1686,Klebsiella_pneumoniae_pneumoniae_MGH78578,Lactobacillus_casei_ATCC_334,Lactobacillus_paracasei_subsp_paracasei_ATCC_25302,Lactobacillus_plantarum_JDM1,Lactobacillus_rhamnosus_GG_ATCC_53103,Lactobacillus_salivarius_salivarius_UCC118,Pediococcus_acidilactici_DSM_20284,Salmonella_enterica_enterica_sv_Typhimurium_LT2,Streptococcus_salivarius_JIM8777,Streptococcus_thermophilus_LMG_18311,Veillonella_parvula_Te3_DSM_2008
-1.0,-0.023276010819862174,-0.20547600126958887,-0.11109437290562549,-0.04117708836852405,-0.15115788254901552,-0.12630367988639177,-0.13689529733121095,-0.0024879706758215558,-0.026754208000283854,0.0007784649886473054,-0.004758532707144366,0.000774608434613144,0.09703375714763948,-0.031762836041516314,0.10279216491446141,-0.20196291944931494,0.030229237138880944,-0.05478229745251434,-0.007396703631958771,0.05628132017373983,-0.09333958242893957,0.018154421288299392
-0.06128286772310375,-1.0,0.010455503091272175,-0.030347371916774675,0.08198521800838628,0.06392704146356801,-0.1696206183144391,0.0773596520997787,0.00457603873529464,-0.016982668986631956,0.0015121216561753681,-0.004999600154033805,0.0015103517476293094,0.1033181632525602,-0.04604598873445956,-0.09860412561045012,-0.3328346695644075,0.014946454252066347,-0.06251148838674928,-0.02660724906306908,0.14109291254606782,-0.12051541685149238,0.12059512194830074
-0.1141932826029651,0.028904458612859743,-1.0,0.0016593946512962275,-0.007761776543451275,-0.03663531432264992,-0.1347708478631764,-0.06033723205019125,-0.001164384048381512,0.08404128457396436,3.42949300310537e-05,-0.004499133657747077,3.4012899633792896e-05,-0.03346233936349577,-0.05911841898362865,-0.19666460925361398,0.43998788606850325,-0.00022629926010183204,-0.05749094812472382,0.0009235812000578342,0.13555405813042495,0.006721329166573424,-0.040269217197810896
-0.36552677316634885,-0.038704924489895015,-0.2051266271494829,-1.0,-0.16778537964298204,-0.22458135766058485,-0.21322058013464024,-0.14745870081917814,0.007526230656539426,-0.37462283469682056,0.00011612567577986493,-0.0021096880928126957,0.00012517816991928894,-0.06270541658561567,-0.038310358706223124,0.014691543182413959,0.07321522065612622,0.005478115032312926,-0.13797416916379923,-0.04195459792491888,0.02374377582619961,-0.10466124124142194,-0.0256444425769642
-0.12474821699327716,-0.041168576775762036,-0.15915005930902518,-0.0463180102497187,-1.0,-0.009062817495666,-0.01526648139049501,-0.0278503865251355,-0.0026809687957375784,-0.011918288516280219,1.1520153128561114e-05,0.0008795460031630648,7.683660534585556e-06,0.04293602892148926,-0.04586096111082934,0.15000684481394097,0.49478346638717996,0.017479815606252027,-0.08787685304279763,-0.18550622514718793,0.1401886587574123,-0.07353169904529691,-0.008727901853629112
-0.17425870534894788,0.017757838048639764,-0.1742982171622447,-0.16274505120334687,-0.1714038779166314,-1.0,-0.06479910246654469,-0.11625177383802134,-0.0014554789993067505,0.024351878955127314,0.0008030437321305138,-0.0022491685837530296,0.0008046148867095657,0.09810685023173729,-0.055447711288041324,-0.17684335663453962,-0.34878734771820513,0.01569460343397528,-0.10847983291527141,-0.0981137145969451,-0.07698895652382434,0.04182392232833324,-0.018959577275749637
-0.3109792636441887,-0.04746860771396884,-0.027823554853210527,-0.17843991276228605,0.05183027906870405,-0.10739198668459311,-1.0,-0.1876670787320102,-0.0022797791537989835,-0.0007484492936588225,0.0005996573907030394,-0.0037998490216250014,0.0006327857920662923,0.10986955596644404,-0.05994441676425836,0.017422348645993988,-0.21045308878977584,0.01726836847537659,-0.0646340538372814,-0.12884329321366414,-0.061972509040565775,-0.07836512216219589,0.019039929124064204
-0.009873480660032607,0.016295327674490257,0.12277202969762524,0.19103525127605137,0.1565407832191958,-0.07713403772594896,-0.1873571103173451,-1.0,0.003322589905615013,0.28189720878999003,0.00010070725731862383,0.0008953340394700816,0.00010929813722165835,0.1772350848417286,-0.01397666376371667,0.093381619514307,-0.33400468451741133,-0.018405481670208678,-0.005238285646211122,0.1603164554801457,0.2134819472598109,0.05315448285254003,0.07016870184319206
-0.06397845673943711,0.01640406780170222,0.23160720049732939,-0.1180387698290202,-0.03046565759787205,0.02893831722815072,-0.11841199325190614,-0.10743036589811289,-1.0,0.11455092260904355,0.02647021296972633,0.02162263847117366,0.026469458745786215,0.192046641683154,-0.03981413741261727,-0.022464968366916842,0.41571999416702243,0.012169611656904495,-0.009666040236187234,0.1999897910667671,0.130769540479279,-0.04123949111077549,0.05827262091928095
-0.01744312283157365,0.086294800111194,0.40856044916562123,0.018242597300532473,0.013279430096942378,-0.041040726518082375,-0.1616059606784967,-0.09507780925075107,0.006326331674167382,-1.0,-0.0002534180486116358,-0.0011522191671012084,-0.0002413247807613891,0.2304311385235703,-0.03673215107835364,-0.09349263184168444,0.033573488008509005,0.016683884894840285,-0.0843470917608785,-0.11499379218654812,0.15453308813226152,-0.05257248804029179,0.14909584438250736
