Akkermansia_muciniphila_ATCC_BAA_835,Citrobacter_amalonaticus_Y19,Citrobacter_freundii_ATCC_8090,Enterobacter_cloacae_EcWSU1,Escherichia_coli_SE11,Eubacterium_rectale_M104_1,Fusobacterium_nucleatum_subsp_animalis_3_1_33,Klebsiella_oxytoca_KCTC_1686,Klebsiella_pneumoniae_pneumoniae_MGH78578,Lactobacillus_casei_ATCC_334,Lactobacillus_paracasei_subsp_paracasei_ATCC_25302,Lactobacillus_plantarum_JDM1,Lactobacillus_rhamnosus_GG_ATCC_53103,Lactobacillus_salivarius_salivarius_UCC118,Methanobrevibacter_smithii_ATCC_35061,Pediococcus_acidilactici_DSM_20284,Pediococcus_pentosaceus_ATCC_25745,Salmonella_enterica_enterica_sv_Typhimurium_LT2,Streptococcus_parasanguinis_ATCC_903,Streptococcus_thermophilus_LMG_18311
-1.0,0.23917603628185566,-0.12495925239887508,0.28854835857490124,0.016384744915934005,0.0016802129475342923,0.11708382312635501,0.1156546804678834,0.001680172650665469,0.06323095334884703,0.014231051024115622,0.3915395121662895,-0.6106981556876911,0.10683969720087377,0.07600516319712637,0.0079043287637694,-0.18955373866056033,-0.017229382848295994,-0.2643292067119982,0.009744312174801968
0.048274082149309436,-1.0,0.13654910238075565,-0.04832132862111101,-0.011436741512994418,-0.00471135237341007,-0.011983042432160505,-0.018002763159272794,-0.0047118661247882955,-0.132458614971508,-0.0169747397576858,-0.1522876902841182,-0.2557398700585917,0.008679747287969167,0.007011776140046639,-0.018693664790860307,0.07553066984333813,0.3989047958422286,0.15523941325580926,0.0152199475558821
0.043061479839435736,0.06547498890951593,-1.0,0.07595379547396572,-0.007214126465777304,-0.008438083864425634,0.03606946636506824,-0.014578900889540938,-0.008438591932846842,0.03451601793607034,0.020391324801268387,0.634378187172029,-0.7121243214664261,0.0716085451657563,0.12850599155122597,0.004247767869973359,0.1740907536357727,0.26193847058469183,0.10888189070437797,0.05958372011528184
0.028944910876823007,0.15833774173720033,-0.04851007453492016,-1.0,0.030802926738934155,-8.969128768765623e-05,0.04231799133953351,-0.018303662066329107,-9.004138149971835e-05,-0.05039096629666971,-0.0008125073440614816,0.40484225217757386,-0.7893201354311163,0.13115401118471126,0.003715516862188412,0.033540955458530766,-0.021453951091150288,0.022004714070209357,-0.14098000149566173,0.05753488157875285
-0.010327150400473896,0.13733990340989555,0.14953339123148968,0.28058365786526146,-1.0,0.0021574394840894484,-0.07890935376315283,0.061163897898036335,0.0021569843397674085,0.15030046568357405,-0.00474659371339665,0.4516223418552425,-0.3056915596335562,0.11480309431569931,-0.030049043488833586,0.033403127755960625,0.01671566473198818,0.15645343336726458,1.039819395042735,0.07567906372083809
1.5892613553414012,0.5335165660504241,-0.19084316176389438,0.08966507813218087,1.3356853397303585,-1.0,-0.014621620524934029,1.170905255964289,1.9146182227324537,0.8109714577086238,1.848929672379748,0.3693408377831292,-0.5711265288487819,0.2205785498230003,1.4229523411145668,1.5590242491366824,1.117209697083632,-0.3649844524295734,0.0623117684335908,1.7178342158729545
-0.04347692727402775,0.26124576683419914,0.2083322382372257,0.14925120842595024,0.009662949945453555,-1.927468861238335e-05,-1.0,-0.01688168502964901,-1.9749485924001378e-05,0.01376160325437657,0.005560106506184286,0.27762182809362757,-0.7942703944066283,0.08920430623834502,0.07278561642070652,0.009630940560467278,-0.02939048949065032,0.0553485418428009,0.2007500426372435,0.05181424871580174
-0.03734182481659459,0.49645344437421846,0.026767687550461314,0.37765099766317217,0.03277600335527613,0.0007320916125091243,0.03636883978485706,-1.0,0.0007315497795390516,-0.0674016760365711,0.0007640940345714295,0.4961226500449604,-0.05169877070256972,0.06244844449419904,0.006308731759255228,0.04983316535456744,-0.16607972400254692,0.12163299975305203,-0.19836019609159625,0.08840368132352244
0.14347439457672534,0.19478008123425034,0.16141103924824496,0.45826481163689076,0.13681017000401882,0.21943203797438643,0.27054406276894033,0.16213959141096765,-1.0,0.22887666639209492,0.22279848059081,0.6739674175261199,-0.046072291958823786,0.2701040677193862,0.24234381204590105,0.17221988597946486,0.27957591551772154,0.040948205284288414,0.22626754020812553,0.23629706487049765
0.016403605513698332,0.3445324485624651,0.016441522309478256,0.15449347036041935,0.010492458686257458,-0.00023695265367990466,0.24496498839015035,0.07204065158609749,-0.00023750178302541782,-1.0,0.014656459687404502,0.5601381938231466,-0.038033680946323735,0.09295952279135944,0.035449990574410326,-0.013213923695353416,0.7475224750038076,0.29253637429898854,-0.013562875178960886,0.020794320936763422
