id,species,file,abundance
Klebsiella_pneumoniae_pneumoniae_MGH78578,Klebsiella_pneumoniae,dbs/Klebsiella_pneumoniae_pneumoniae_MGH78578.xml,2.0628
Klebsiella_oxytoca_KCTC_1686,Klebsiella_oxytoca,dbs/Klebsiella_oxytoca_KCTC_1686.xml,0.1236
Escherichia_coli_SE11,Escherichia_coli,dbs/Escherichia_coli_SE11.xml,0.1924
Citrobacter_amalonaticus_Y19,Citrobacter_amalonaticus,dbs/Citrobacter_amalonaticus_Y19.xml,0.034
Citrobacter_freundii_ATCC_8090,Citrobacter_freundii,dbs/Citrobacter_freundii_ATCC_8090.xml,0.0068000000000000005
Enterobacter_cloacae_EcWSU1,Enterobacter_cloacae,dbs/Enterobacter_cloacae_EcWSU1.xml,0.015600000000000001
Salmonella_enterica_enterica_sv_Typhimurium_LT2,Salmonella_enterica,dbs/Salmonella_enterica_enterica_sv_Typhimurium_LT2.xml,0.0044
Lactobacillus_paracasei_subsp_paracasei_ATCC_25302,Lactobacillus_paracasei,dbs/Lactobacillus_paracasei_subsp_paracasei_ATCC_25302.xml,0.188
Lactobacillus_casei_ATCC_334,Lactobacillus_casei,dbs/Lactobacillus_casei_ATCC_334.xml,0.026000000000000002
Lactobacillus_plantarum_JDM1,Lactobacillus_plantarum,dbs/Lactobacillus_plantarum_JDM1.xml,0.013600000000000001
Lactobacillus_salivarius_salivarius_UCC118,Lactobacillus_salivarius,dbs/Lactobacillus_salivarius_salivarius_UCC118.xml,0.01
Lactobacillus_rhamnosus_GG_ATCC_53103,Lactobacillus_rhamnosus,dbs/Lactobacillus_rhamnosus_GG_ATCC_53103.xml,0.005600000000000001
Pediococcus_acidilactici_DSM_20284,Pediococcus_acidilactici,dbs/Pediococcus_acidilactici_DSM_20284.xml,0.08720000000000001
Pediococcus_pentosaceus_ATCC_25745,Pediococcus_pentosaceus,dbs/Pediococcus_pentosaceus_ATCC_25745.xml,0.0172
Streptococcus_thermophilus_LMG_18311,Streptococcus_thermophilus,dbs/Streptococcus_thermophilus_LMG_18311.xml,0.1
Streptococcus_parasanguinis_ATCC_903,Streptococcus_parasanguinis,dbs/Streptococcus_parasanguinis_ATCC_903.xml,0.005600000000000001
Akkermansia_muciniphila_ATCC_BAA_835,Akkermansia_muciniphila,dbs/Akkermansia_muciniphila_ATCC_BAA_835.xml,0.18600000000000003
Fusobacterium_nucleatum_subsp_animalis_3_1_33,Fusobacterium_nucleatum,dbs/Fusobacterium_nucleatum_subsp_animalis_3_1_33.xml,0.0072
Methanobrevibacter_smithii_ATCC_35061,Methanobrevibacter_smithii,dbs/Methanobrevibacter_smithii_ATCC_35061.xml,0.11199999999999999
Eubacterium_rectale_M104_1,Eubacterium_rectale,dbs/Eubacterium_rectale_M104_1.xml,4.0
