compartments,abundance,growth_rate,reactions,metabolites
Adlercreutzia_equolifaciens_DSM_19450,0.01616877783061692,0.0,942,904
Alistipes_finegoldii_DSM_17242,0.012926375859236523,11.387174293233606,1147,1007
Alistipes_shahii_WAL_8301,0.048549565518135836,6.453110375140021,2225,1361
Anaerostipes_hadrus_DSM_3319,0.06545328779559897,0.0,1704,1331
Bacteroides_caccae_ATCC_43185,0.019713803985992824,0.0,2381,1461
Bacteroides_cellulosilyticus_DSM_14838,0.01309930396437681,0.0,2278,1513
Bacteroides_dorei_DSM_17855,0.01612554580433185,0.0,2345,1467
Bacteroides_fragilis_NCTC_9343,0.01154295101811422,-9.447997939560082e-13,2444,1512
Bacteroides_ovatus_SD_CC_2a,0.08629112446500367,0.0,2350,1436
Bacteroides_thetaiotaomicron_VPI_5482,0.015217673252345337,0.0,2524,1549
Bacteroides_vulgatus_ATCC_8482,0.06355107863905582,0.0,2474,1519
Bifidobacterium_adolescentis_ATCC_15703,0.014569192858069258,0.0,1129,991
Bifidobacterium_animalis_lactis_CNCM_I_2494,0.005274307206778781,0.0,1003,907
Bifidobacterium_catenulatum_DSM_16992,0.004841986943928062,0.0,1541,1142
Bifidobacterium_kashiwanohense_DSM_21854,0.0017725130776879512,18.100250438129226,1137,1029
Bifidobacterium_longum_DJO10A,0.008343781073018893,0.0,2043,1386
Blautia_hansenii_VPI_C7_24_DSM_20583,0.015606761488910985,0.0,2055,1297
Campylobacter_coli_JV20,0.0015131209199775193,0.0,1009,887
Campylobacter_jejuni_jejuni_ICDCCJ07004,0.002334529419393887,0.0,1054,931
Clostridium_bolteae_ATCC_BAA_613,0.009770437940426268,0.0,1932,1450
Clostridium_difficile_NAP07,0.01461242488435433,0.0,1689,1331
Desulfovibrio_piger_ATCC_29098,0.017336042540313866,-1.139588423626492e-12,980,890
Enterococcus_faecium_TX1330,0.0033720980502356147,0.0,1528,1175
Escherichia_coli_SE11,0.0018589771302580953,0.0,2356,1643
Eubacterium_cellulosolvens_6,0.0026371536033893907,0.0,1205,1082
Eubacterium_eligens_ATCC_27750,0.09186805585577797,0.0,1211,1077
Eubacterium_hallii_L2_7,0.05036531062210886,0.0,1181,1060
Eubacterium_limosum_KIST612,0.0016860490251178074,-2.2022661472220761e-13,1339,1164
Eubacterium_rectale_M104_1,0.25697116423846783,0.0,1785,1348
Flavonifractor_plautii_ATCC_29863,0.007176516363321949,0.0,1207,1105
Lactococcus_lactis_subsp_lactis_Il1403,0.002291297393108815,0.0,1295,1118
Odoribacter_splanchnicus_1651_6_DSM_20712,0.014871817042064762,0.0,1136,1034
Oxalobacter_formigenes_OXCC13,0.0014698888936924474,0.0,941,877
Parabacteroides_distasonis_ATCC_8503,0.0033288660239505427,0.0,2519,1570
Roseburia_hominis_A2_183,0.03592581384289482,-2.4453772340393698e-12,1180,1040
Ruminococcus_albus_7,0.0013834248411223034,-1.6808429648129675e-13,1179,1067
Ruminococcus_bicirculans_80_3,0.043318490337642124,0.0,1032,926
Ruminococcus_champanellensis_18P13,0.002507457524534175,0.0,1404,1140
Streptococcus_agalactiae_A909,0.001988673209113311,0.0,1286,1082
Streptococcus_salivarius_JIM8777,0.004539362759932558,0.0,1190,1005
Streptococcus_thermophilus_LMG_18311,0.007824996757598028,0.0,954,851
medium,,,768,768
