compartments,abundance,growth_rate,reactions,metabolites
Adlercreutzia_equolifaciens_DSM_19450,0.011065123743559422,0.0,942,904
Alistipes_finegoldii_DSM_17242,0.016006419461103132,20.800643006477422,1147,1007
Alistipes_shahii_WAL_8301,0.0021961314300194272,5.204621851319412,2225,1361
Anaerostipes_hadrus_DSM_3319,0.03999493200439226,0.0,1704,1331
Bacteroides_caccae_ATCC_43185,0.039445899146887405,0.0,2381,1461
Bacteroides_cellulosilyticus_DSM_14838,0.005321395388123997,0.0,2278,1513
Bacteroides_dorei_DSM_17855,0.011529690007601994,0.0,2345,1467
Bacteroides_fragilis_NCTC_9343,0.018202550891122563,4.294948849426041,2444,1512
Bacteroides_ovatus_SD_CC_2a,0.03353323760452741,0.0,2350,1436
Bacteroides_thetaiotaomicron_VPI_5482,0.014739420559168848,0.0,2524,1549
Bacteroides_vulgatus_ATCC_8482,0.21353154827265816,0.0,2474,1519
Bifidobacterium_adolescentis_ATCC_15703,0.042993496072303405,0.0,1129,991
Bifidobacterium_catenulatum_DSM_16992,0.004645662640425712,0.0,1541,1142
Bifidobacterium_kashiwanohense_DSM_21854,0.0015626319790522849,16.645449416525967,1137,1029
Bifidobacterium_longum_DJO10A,0.02398851254328913,0.0,2043,1386
Bifidobacterium_pseudocatenulatum_DSM_20438,0.0016470985725145705,-1.798006188380441e-13,1583,1185
Blautia_hansenii_VPI_C7_24_DSM_20583,0.007728693301799139,0.0,2055,1297
Clostridium_bolteae_ATCC_BAA_613,0.01178308978798885,0.0,1932,1450
Clostridium_difficile_NAP07,0.008868992313539995,0.0,1689,1331
Enterococcus_faecium_TX1330,0.002702930990793141,1.2079226507921703e-12,1528,1175
Eubacterium_cellulosolvens_6,0.0014359320888588563,0.0,1205,1082
Eubacterium_eligens_ATCC_27750,0.017949151110735705,0.0,1211,1077
Eubacterium_hallii_L2_7,0.026564743643888843,0.16579207971476922,1181,1060
Eubacterium_limosum_KIST612,0.0016893318692457132,0.0,1339,1164
Eubacterium_rectale_M104_1,0.2707576653433567,0.0,1785,1348
Flavonifractor_plautii_ATCC_29863,0.004730129233887997,0.5176297775842121,1207,1105
Haemophilus_parainfluenzae_T3T1,0.0052369287946617115,6.401766160553259,1284,1097
Lactobacillus_rhamnosus_GG_ATCC_53103,0.001520398682321142,0.0,1981,1427
Odoribacter_splanchnicus_1651_6_DSM_20712,0.013007855393191993,0.0,1136,1034
Parabacteroides_distasonis_ATCC_8503,0.009080158797195708,0.0,2519,1570
Roseburia_hominis_A2_183,0.0271137765013937,0.0,1180,1040
Ruminococcus_bicirculans_80_3,0.06782667455021539,0.0,1032,926
Ruminococcus_champanellensis_18P13,0.0021116648365571418,0.0,1404,1140
Streptococcus_parasanguinis_ATCC_903,0.0028718641777177125,0.0,1183,1017
Streptococcus_salivarius_JIM8777,0.02546667792887913,0.0,1190,1005
Streptococcus_thermophilus_LMG_18311,0.009502491764507138,0.0,954,851
Veillonella_parvula_Te3_DSM_2008,0.0016470985725145705,0.0,1105,979
medium,,,753,753
