Adlercreutzia_equolifaciens_DSM_19450,Alistipes_finegoldii_DSM_17242,Alistipes_shahii_WAL_8301,Anaerostipes_hadrus_DSM_3319,Bacteroides_caccae_ATCC_43185,Bacteroides_cellulosilyticus_DSM_14838,Bacteroides_dorei_DSM_17855,Bacteroides_fragilis_NCTC_9343,Bacteroides_ovatus_SD_CC_2a,Bacteroides_thetaiotaomicron_VPI_5482,Bacteroides_vulgatus_ATCC_8482,Bifidobacterium_adolescentis_ATCC_15703,Bifidobacterium_animalis_lactis_CNCM_I_2494,Bifidobacterium_catenulatum_DSM_16992,Bifidobacterium_kashiwanohense_DSM_21854,Bifidobacterium_longum_DJO10A,Blautia_hansenii_VPI_C7_24_DSM_20583,Campylobacter_coli_JV20,Campylobacter_jejuni_jejuni_ICDCCJ07004,Clostridium_bolteae_ATCC_BAA_613,Clostridium_difficile_NAP07,Desulfovibrio_piger_ATCC_29098,Enterococcus_faecium_TX1330,Escherichia_coli_SE11,Eubacterium_cellulosolvens_6,Eubacterium_eligens_ATCC_27750,Eubacterium_hallii_L2_7,Eubacterium_limosum_KIST612,Eubacterium_rectale_M104_1,Flavonifractor_plautii_ATCC_29863,Lactococcus_lactis_subsp_lactis_Il1403,Odoribacter_splanchnicus_1651_6_DSM_20712,Oxalobacter_formigenes_OXCC13,Parabacteroides_distasonis_ATCC_8503,Roseburia_hominis_A2_183,Ruminococcus_albus_7,Ruminococcus_bicirculans_80_3,Ruminococcus_champanellensis_18P13,Streptococcus_agalactiae_A909,Streptococcus_salivarius_JIM8777,Streptococcus_thermophilus_LMG_18311
-1.0,0.0007690438982637176,0.003020523928501517,0.0030202840214578904,0.0030222024950984396,-0.0026398019977607362,0.0020383306483274547,-0.010542824813539584,0.0030200275106535197,-0.012072753503257767,0.0030203171278563455,0.005603088150966562,-0.0077996622651237395,-0.03560947820375382,0.003572374367358993,-0.04961545954220605,-0.002093147925314976,-0.18287338813892182,-0.20202731128660054,0.0030251884757351477,0.0030223094101745397,0.0015483249731217082,-0.05262187977715195,-0.11827483768253445,-0.12068745777324935,0.003020250958849106,0.003020590563689702,-0.14471381697562305,0.003019935964670738,-0.0003747382404498942,-0.10204638319465326,-0.018359394863834564,-0.07471858468819575,-0.1386753966578368,0.003020603666137086,-0.04509776589998803,0.0030204262628325106,-0.03836867375316171,-0.08072709957874155,-0.019122377725832744,0.003418647534980804
0.008367458983946436,-1.0,0.0017135261242647885,0.0017113012030141798,0.001727286760716912,-0.004591358643662011,0.0007563448213275262,0.03298567895810618,0.0017089930528208692,0.009926920351820289,0.0017114856105028625,0.007001862809634468,0.03136020235928868,-0.029466920104617555,-0.04217196677539549,-0.04543011873134266,-0.003377312144615165,-0.06413311236017982,-0.09228501765560838,0.001756087083892531,0.0019416323398224829,0.0003856935063427063,-0.06698989617133345,-0.0019304063576710325,-0.07538498088915808,0.0017111716213812007,0.0017143442530120174,-0.0968478376131506,0.0017085922036577936,-0.0357951807648596,-0.03826446192852886,0.0002566735919091647,0.18137291356638213,-0.027671861768723494,0.0017146594214141472,-0.01841561077399715,0.0017125640261381517,-0.10209228903440803,0.022165724379336827,-0.019364438201617217,0.013312413788882026
0.03657996406466929,0.049776366058033095,-1.0,0.02331695214194475,0.02338212338781954,0.026288799859513445,0.02427619439787304,0.05392308318671784,0.02331175166345812,0.04586929190911487,0.02331699096730285,0.055599568982905787,0.1580985431554531,0.05613186387120438,0.10986721037871144,-0.036088463032279756,0.018159273592978954,-0.06404787324642804,-0.07112040459987995,0.02343561062499458,0.02802836513354794,0.03258121039099039,0.07182711239533444,0.19800074710677273,0.08447561485422604,0.023316695699180823,0.023323920447322913,-0.008539252773755614,0.023311465071975693,0.03822059262354157,0.012121245235251833,0.046433850781558365,0.12825616240613535,-0.014503601596713695,0.02332541452775181,0.12599566354938377,0.023320052782146362,0.10559429503016393,0.10450197399742282,0.07703438335159074,0.07596179837479326
0.04750385474019662,0.04805489787530825,0.04413005854416353,-1.0,0.04413362058581294,0.03893576892296835,0.043110023450132894,0.08262650871314259,0.044129167949354,0.029048559554884616,0.04412962645860056,0.03615834646402783,-0.026411861632099593,0.007302336818875892,-0.025066668351853116,0.0398196404284572,0.05564726220069323,0.07882881238116463,-0.03489583708270064,0.044139025074722865,0.04427758428586422,0.042599771428212474,0.0058151870331792236,0.045183016615203304,-0.04477827886606533,0.04412957885704282,0.04413030596608678,-0.15343886752185387,0.04412908669286835,0.027402347852413807,0.017088195199085585,0.0203666864277719,0.14968620080693062,-0.05246985476030636,0.044130320582390324,0.04668434482690752,0.044129836706985476,-0.020659714799451317,0.00045615420299829245,0.04974399289298581,0.05026991544921616
-0.018442169088453482,0.0022194761661299156,0.0042180996828522,0.004217490894615182,-1.0,-0.0025736163230659246,0.003238208497302769,-0.025479494578716885,0.004216880677388453,0.03024454274492159,0.004217595623475728,0.0056512975786117,-0.027988991479940432,-0.030823464659110646,-0.15768023796235764,-0.054141057063084884,-0.0008998647977155261,-0.1492003650794889,-0.19269616339816292,0.0042278528839720525,0.004221448239726539,0.0027469440620402374,-0.07690846916545076,-0.10168738795879143,-0.09408692358516335,0.004217410940599546,0.004218228075098516,0.07769168905908186,0.004216675218718895,-0.026800081932522833,-0.15480231308722142,-0.022808855846971395,-0.157515436610933,-0.15779198579088363,0.004218266859168761,-0.12319868146391748,0.00421785344902395,-0.07934069415232821,-0.12207532151538106,-0.017641915719621783,-0.015238375846057755
-0.009022826251847922,0.004978139876529212,0.001649962390997657,0.0016495881816778982,0.0016523691128571372,-1.0,0.0006731519901781179,0.010144476309824978,0.0016492527736568239,0.04432532093231857,0.0016496369343887251,0.04028974157128274,0.07228673106844109,-0.007934138205722823,-0.09756586031138095,-0.028365178366815406,-0.003455628170960875,-0.03274047531839011,-0.17755637181690223,0.0016575647840350882,0.00287166548504646,0.0001808588109981106,0.021249084789032494,-0.04676669087151041,-0.129618459128791,0.0016495818985284552,0.001650143050049676,-0.03634838130167551,0.0016492250775630775,-0.01789306623148496,-0.07227968972486128,-0.004622869451243368,0.0039001014457052865,-0.08297619526003319,0.0016501460513530528,-0.0016466019261731403,0.0016497953668968676,0.01607335001861755,-0.03770111730513656,-0.011592513279417802,0.005718526267416432
0.029062755054390283,0.0010753307864934051,0.002093913007831201,0.0020916806146557493,0.0021091646591412183,0.010143234154008696,-1.0,0.044187859499615754,0.002089517936556325,0.028212961433622993,0.002091763686393188,0.05695700143234657,0.08922384204403316,-0.013909630658970155,-0.04074215095352943,-0.027235881950064954,-0.002991468873491868,-0.02872858375815308,-0.040227338958300114,0.002140368309511089,0.03580530060898565,0.004967666280546886,0.009083392796892848,-0.10219948425554609,-0.06288644088573649,0.002091529803404587,0.002094854376438798,0.05868498309802114,0.002089339120502759,0.0156999730319004,0.05447526169721666,0.030473503135438656,0.09314966683080372,-0.04650244147845073,0.002095192126944117,0.19119052278181284,0.0020929592764717068,0.0048748277592794275,0.06609343856865332,0.028384071879746675,0.04061491455793544
-0.015474568459884987,0.008721611253855132,0.0016759476252423027,0.001676110462767951,0.001674726508050643,-0.004590211807298982,0.0006906860404563325,-1.0,0.0016762999579436587,-0.0077507912358477675,0.0016761119730706348,0.017693756788912343,-0.016106187471292065,-0.03744417106148934,-0.13913339400556266,-0.04841785043218793,-0.003434147124349322,-0.050440090495639356,-0.17482662526355966,0.0016723363776128945,0.0017123542430522388,0.00020114114642021968,0.006825501871203468,-0.11165254599705036,-0.1130016947619032,0.0016761286077386194,0.001675874152548585,-0.11396253675553454,0.001676323826248095,-0.05659942503230889,-0.06010103901537115,0.0009512996558217563,0.03177650864178531,-0.14550587828847303,0.0016758024230575483,-0.06009850095045162,0.0016760153352539356,-0.02661293589584433,-0.09142990492856783,-0.007794543137336223,-0.005457617306697673
0.052834163087862034,0.0752560101876303,0.0797074332769351,0.07970952435334341,0.07972111208340033,0.07233622261177294,0.07865920843730434,0.04455769717708832,-1.0,0.06649663656293699,0.07970664053924634,0.07289451637767477,0.05630367996732033,0.03782139719424825,-0.03622600086073774,-0.005708405929820642,0.07421115140179084,-0.12504630674438127,-0.11327002687328132,0.0797473604868102,0.07971885070829915,0.07812884137525637,-0.003239758412193465,-0.13447312008124204,-0.10201152625232941,0.07970624371611684,0.0797077774960875,-0.15089685352162452,0.07970488172843215,0.022227463499334355,-0.15591150148408803,0.05360416297788603,-0.0070508692801308625,-0.1612091620019123,0.07970849938150708,-0.13255111158703226,0.07971096299769563,-0.06587145459104277,-0.07065767767510311,0.04012677198106286,0.05797644865557234
0.018882693300620017,0.005017309924775579,0.0021130075496937784,0.002110088529007962,0.002131864773276911,-0.0025370802821268806,0.0012945019672160824,0.050176606692277456,0.0021071208013049812,-1.0,0.0021102853708012867,0.00964180602623564,0.09457118472443928,-0.02830721309917618,-0.04130738185575051,-0.018028376909838058,0.03341782247936679,0.07169623888375487,0.03663341282268025,0.002165774854797698,0.0021318521550958277,0.0006667254110072065,0.0103931842995663,-0.02219798847558551,0.023617731551239456,0.0021098115232307006,0.0021142771319928927,0.0016394176966191903,0.0021067218586077376,0.06425172937087222,0.012722562054473746,0.004681954595459626,0.2382762846595457,-0.04552448464487394,0.002114869353046054,0.04067840685864808,0.0021118913454429484,0.03800634267805171,0.0424543869452054,0.009520276446127648,0.010279203099592403
0.058830481296027096,0.05556108104610954,0.04128151587640243,0.041280840232716394,0.041286243908371593,0.03409052758991483,0.04026818114092901,0.1147071363176127,0.041280323565611995,0.035817815204652374,-1.0,0.04428655625619295,0.1622835242423712,0.05229997637784471,0.030943167907732414,0.008634091905801384,0.035976584897089686,0.06673263433547164,0.061860636742306734,0.04129595424566295,0.041287270086081365,0.0461057765740776,0.11657744870757628,0.07207239514445607,-0.08363537760308666,0.04128079859826099,0.0412817810414292,-0.11041480049902451,0.041280179833816,0.00738089227839568,-0.022257636492243372,0.028642524699774213,0.19524358168669392,-0.09660545247826006,0.0412818827717756,0.10977446634852489,0.04128125939787827,0.002109503995168797,0.07449735071021789,0.0712344860200917,0.04108796665865995
0.016297556731307606,0.018077775332275788,0.0021983488219508352,0.002195770293826457,0.0022163667452539774,-0.002692725799038874,0.0016729313382349911,0.01921902950323204,0.0021933536236239835,0.0286808276251712,0.0021960870673784524,-1.0,-0.007842834356195469,-0.01934427017738288,-0.15673367830031604,-0.06248418697059382,-0.00289233808267146,-0.14774239916170015,-0.08388626854138521,0.002251228525136937,0.0023246433582499817,0.0030307907703723607,-0.029936542219664287,-0.06032447552993416,-0.07140343341664733,0.002195769648441506,0.002199294590055477,-0.1219872512825885,0.0021931442427456506,-0.014541967874626997,-0.043968389948561525,-0.011474840626038088,0.013176061946417147,-0.06330573965203191,0.0021998932310147066,0.047683182228739684,0.002197290182006607,0.017452229068725907,-0.035334180737038305,0.01290742594669946,0.011979071118802238
-0.004347952663135279,0.008860551595598789,3.351483438500075e-05,3.048444328200537e-05,5.274028896796795e-05,-0.0029374908109020114,-0.0009197683053524061,0.03215629603287463,2.7975938521561677e-05,0.056949791357971014,3.07725783663698e-05,0.03780828775652061,-1.0,-0.032872371921174995,-0.07341068195348943,0.015505350537469122,-0.005044773070894313,-0.0896234331242342,-0.12878749252521496,8.83957278107068e-05,0.0001276941509049731,-0.001408171149872678,0.014882229563220812,-0.08022482513684187,0.016341264254260877,3.0156896674755802e-05,3.441944611441279e-05,-0.0016273960289953722,2.7500050407940792e-05,0.012928694776895578,0.05963112508600868,0.01812135504776716,0.14455704582785245,-0.0340634221869456,3.514885933649841e-05,0.12783168007147036,3.220873576249786e-05,-0.014400237484798682,0.04547922501521317,0.014715046427106063,0.022567995323697
