Adlercreutzia_equolifaciens_DSM_19450,Alistipes_finegoldii_DSM_17242,Alistipes_shahii_WAL_8301,Anaerostipes_hadrus_DSM_3319,Bacteroides_caccae_ATCC_43185,Bacteroides_cellulosilyticus_DSM_14838,Bacteroides_dorei_DSM_17855,Bacteroides_fragilis_NCTC_9343,Bacteroides_ovatus_SD_CC_2a,Bacteroides_thetaiotaomicron_VPI_5482,Bacteroides_vulgatus_ATCC_8482,Bifidobacterium_adolescentis_ATCC_15703,Bifidobacterium_catenulatum_DSM_16992,Bifidobacterium_kashiwanohense_DSM_21854,Bifidobacterium_longum_DJO10A,Bifidobacterium_pseudocatenulatum_DSM_20438,Blautia_hansenii_VPI_C7_24_DSM_20583,Clostridium_bolteae_ATCC_BAA_613,Clostridium_difficile_NAP07,Enterococcus_faecium_TX1330,Eubacterium_cellulosolvens_6,Eubacterium_eligens_ATCC_27750,Eubacterium_hallii_L2_7,Eubacterium_limosum_KIST612,Eubacterium_rectale_M104_1,Flavonifractor_plautii_ATCC_29863,Haemophilus_parainfluenzae_T3T1,Lactobacillus_rhamnosus_GG_ATCC_53103,Odoribacter_splanchnicus_1651_6_DSM_20712,Parabacteroides_distasonis_ATCC_8503,Roseburia_hominis_A2_183,Ruminococcus_bicirculans_80_3,Ruminococcus_champanellensis_18P13,Streptococcus_parasanguinis_ATCC_903,Streptococcus_salivarius_JIM8777,Streptococcus_thermophilus_LMG_18311,Veillonella_parvula_Te3_DSM_2008
-1.0,-0.02107799357031375,0.06343014978978534,0.001488113008787954,0.0033447124872231695,-0.02412182228454806,-0.011834480926791997,-0.007488847932744577,0.0033446930708785566,-0.005754945400668598,0.0033444953438074936,-0.0011192462598423015,-0.04912945909447926,-0.0968588009414491,0.003056219801128573,-0.009405585544028884,0.24048884985880425,0.003345220770136013,-0.036556300933168244,0.061716699539488676,-0.025091778360781743,0.0004096546600568501,0.0039020143485649712,-0.10575502994719717,0.0033444349290716576,0.08973040173840473,-0.040021840344372374,0.589491568037967,-0.024227679656698958,-0.0673843605129947,0.003306084990170316,0.0033445250152884373,0.05287090259647711,-0.09135771750207358,0.0033318177458116355,-0.02076186219222803,-0.04462370860792163
-0.02530667841870956,-1.0,0.10436109536245153,0.004466448490648781,0.0038154319412500685,0.03774406644521806,0.00032237998205373924,0.0037942478892964955,0.0038136952914771863,-0.004742679217689853,0.003807505027058577,0.005136505577636465,0.027113302350843242,0.0468972090348419,0.008177726728595703,0.16293343975467706,-0.1129065670463821,0.003882992013201252,-0.08403105951546923,0.02623789341951569,0.03504582838502343,0.007301051947746158,0.004748844575983853,0.42870520317458305,0.00380672763796439,0.02870432711718827,-0.019821620878342196,-0.2320966334383098,0.023557335173148505,-0.0008448995552994109,0.0037975566989381076,0.0038094827985435706,0.03838041497806204,0.08050286311685598,0.003837782094991277,-0.0023173519098666304,0.12288822108931137
-0.06932081006154853,-0.014863490871042747,-1.0,-0.003591548332870326,-0.0004918756992182742,-0.08536905251996957,-0.008267249495726521,0.01883159123214588,-0.0004911796199859443,-0.017817700579850042,-0.0004896447115730864,-0.004294358415793738,-0.04621415558440808,-0.1296196214183162,-0.015586411046816111,-0.17410884767560508,-0.13794096312940776,-0.0005073104573990773,-0.0735999772801082,-0.03526126670447928,-0.06450973953082322,-0.0034891566652487365,-0.0004500614889948781,-0.08138745287302701,-0.000489409641013033,0.031524442635514856,-0.10594033502816486,0.1516850997507624,-0.04055868416691782,-0.08408951966196278,-0.0005341610908207513,-0.0004901798460144562,-0.058115584625999264,-0.05052585428335366,-0.0005136893730411095,-0.05026664597906149,-0.11075918829452229
-0.09108040830535293,-0.012355657618428327,-0.11792250128173587,-1.0,0.011604668037242066,-0.11150787303383494,-0.021282446139490128,-0.05892030824813686,0.011605029526419229,-0.07438952571875133,0.01160539453559617,0.008737480416152141,-0.061275209960962126,-0.14342251803162398,-0.0077701356156183255,-0.09662671404054007,-0.13092500547655037,0.011598976184758074,-0.14958125852171966,-0.13112952936840444,-0.32936628564306836,0.006845766744216738,0.01160193870349865,-0.28442798404916325,0.01160527212287349,-0.11036174149087212,-0.21281591278472936,0.23010682320847628,-0.08123554104201801,-0.09967903897945525,0.01156422282367047,0.011605330593050054,-0.20173093333234804,-0.19864187524517377,0.011587706260243203,-0.06139283897090395,-0.21123099172456988
-0.018432174162225156,0.008920995119679349,0.10442691526844561,0.009074759948467476,-1.0,-0.0002670805627705307,-0.00898011631025635,-0.011325309401765871,0.012211321547422539,0.03812248163197173,0.012207248387121863,0.008547840583084984,-0.02396829908889169,-0.06069341929081858,-0.009393663397408738,0.6779759586427124,-0.11654998964115326,0.012251614710835787,-0.03646053470997313,0.031269473993879665,-0.015202789204392322,0.009220182826241222,0.013684077729930641,0.0034237512651702014,0.012206574842170954,0.040766626411917035,-0.05143188074270353,-0.32105681327396857,0.009346798098535967,-0.02632612324134908,0.012182984849617598,0.012208425770960008,0.0655385615620783,0.11635971374000996,0.012221977739518788,-0.029844362308000666,-0.051108153259045434
-0.08235785335504124,-0.011595493940879014,-0.10170089496338935,0.00021733018092351029,0.003327524289710539,-1.0,-0.019270711744684182,-0.05156085233907498,0.003327506465638792,-0.06051577735129751,0.0033267533930602163,-0.002134678801084617,-0.04774404810268694,-0.13564842119708467,-0.0250340607464014,-0.1521301495605641,-0.1380172917139046,0.0033310609994313357,-0.13075519290621168,-0.09979570092567422,-0.17121659381717239,-0.0007156521679941807,0.0033300090181726,-0.20010187962289638,0.0033264208991664814,-0.0720810382581657,-0.19399244406026403,-0.020441904450009034,-0.06107392451230243,-0.11111067454412667,0.0032895988905617827,0.003327149304342278,-0.11440563087330687,-0.1358886318083467,0.003315400635958002,-0.06689493201994001,-0.14589862528950712
-0.1044937628509581,-0.010544148376872087,-0.006523652226616864,-0.001212397200169728,0.0018967344617617664,-0.11968264050923821,-1.0,-0.018428179992431203,0.0018973862979242899,-0.043680013507187414,0.0018987711184305347,-0.00355661726114935,-0.05236773110689719,-0.1373006285818227,-0.02484881339963657,-0.15933037751179815,-0.13868490799984665,0.001882343198084447,-0.08811972459407567,-0.04456696000452212,-0.289221210756165,-0.0028710783016046254,0.001889251782329263,-0.22525871571866085,0.0018989543733585557,0.012990684195027108,-0.13602619770737973,0.1577275804191038,-0.07517101307214906,-0.0853626142190113,0.0018546124257666926,0.0018983068637492323,-0.1988482634814269,-0.055092279232207816,0.0018754411447456198,-0.0773550476302071,-0.2090514888856544
-0.07321483503234509,-0.02143033775367662,-0.021505753984126262,0.002217313749757024,0.005336094608347353,-0.1118667586552787,-0.02302590071339542,-1.0,0.005335958143203687,-0.044282544062864644,0.005335477565034679,-0.00013703042048439148,-0.04298923430700212,-0.14854743879940854,-0.006190625406630066,-0.1335362953832496,-0.13024654708092304,0.0053417547682657876,-0.09924130674277991,-0.06301680471398802,-0.1706784096612616,0.00059250704346008,0.005339129054136133,-0.18131747171700052,0.005335065430367638,-0.13007669183034468,-0.13340292504186935,1.3144274972573269,-0.08050140269524711,-0.08843277866106437,0.005298274826190577,0.005335738072871631,-0.07220373735441647,-0.13944896049284086,0.0053434227503721355,-0.07840022470233433,-0.1849373544074016
-0.055675476933391366,-0.007854071331065962,0.04387992155039361,0.008173779738373273,0.01123041352397109,-0.0663093751285813,-0.01947734452185031,0.012718793385557007,-1.0,-0.025687165474309406,0.01122792445162284,0.006139369067023804,-0.031329696400890956,-0.06596774909727197,-0.008057426209808326,0.16494069190129745,-0.12382350659651876,0.01124784714351171,-0.06302372134809332,-0.11458553455519603,-0.24076009910655272,0.006726293911400654,0.011430126020063543,-0.05477445153094889,0.01122724001259362,-0.07926670248289444,-0.17683370022429534,-0.314173197609089,-0.03371666671172834,-0.10659143919245931,0.011215119289008818,0.011228819791017591,-0.19084868573436917,-0.015328559686668021,0.011224660122108742,-0.05383018303244615,-0.07648441516923493
-0.035743669326505856,-0.0015283476308863963,0.050836195994953336,0.0006439679717446064,0.0037575003506839675,-0.10120754328053184,-0.013775513248303348,-0.032185136399145886,0.0037576928659601287,-1.0,0.0037578633594799907,-0.0017069492486647886,-0.013370501750600361,-0.1828507099615424,-0.01741972230784639,-0.05561360697478683,-0.06924374658101548,0.0037557722776847546,-0.11112922186232849,-0.028659604485261444,-0.031480907038103176,-0.00014472028838133176,0.00524497087406045,-0.024685219141938372,0.003757807493517388,-0.01157327888879696,-0.1296540757799177,0.0032140904343351475,-0.027061772966516247,-0.0749047016076342,0.0037183207762490227,0.0037578334787697404,-0.042937733591571346,0.2331986597644563,0.0037424719065461062,-0.05533096160025216,-0.08095448681340937
