Adlercreutzia_equolifaciens_DSM_19450,Alistipes_finegoldii_DSM_17242,Alistipes_shahii_WAL_8301,Anaerostipes_hadrus_DSM_3319,Bacteroides_caccae_ATCC_43185,Bacteroides_cellulosilyticus_DSM_14838,Bacteroides_dorei_DSM_17855,Bacteroides_fragilis_NCTC_9343,Bacteroides_ovatus_SD_CC_2a,Bacteroides_thetaiotaomicron_VPI_5482,Bacteroides_vulgatus_ATCC_8482,Bifidobacterium_adolescentis_ATCC_15703,Bifidobacterium_animalis_lactis_CNCM_I_2494,Bifidobacterium_bifidum_S17,Bifidobacterium_breve_HPH0326,Bifidobacterium_catenulatum_DSM_16992,Bifidobacterium_kashiwanohense_DSM_21854,Bifidobacterium_longum_DJO10A,Bifidobacterium_pseudocatenulatum_DSM_20438,Blautia_hansenii_VPI_C7_24_DSM_20583,Campylobacter_coli_JV20,Clostridium_bolteae_ATCC_BAA_613,Clostridium_difficile_NAP07,Enterococcus_faecium_TX1330,Eubacterium_cellulosolvens_6,Eubacterium_eligens_ATCC_27750,Eubacterium_hallii_L2_7,Eubacterium_rectale_M104_1,Flavonifractor_plautii_ATCC_29863,Gordonibacter_pamelaeae_7_10_1_bT_DSM_19378,Haemophilus_parainfluenzae_T3T1,Odoribacter_splanchnicus_1651_6_DSM_20712,Parabacteroides_distasonis_ATCC_8503,Roseburia_hominis_A2_183,Ruminococcus_bicirculans_80_3,Ruminococcus_champanellensis_18P13,Streptococcus_parasanguinis_ATCC_903,Streptococcus_salivarius_JIM8777
-1.0,-0.30211034650336266,-0.2371624366639664,-0.0022111950665750905,-0.019974117770274143,-0.12964184801670717,-0.07240775727385196,-0.21244291126304168,0.0018950704456347132,-0.14936130136110673,0.0025514626585601053,0.0025516520469222458,-0.22505884530101078,0.055882678682850226,-0.15686949472092374,-0.03343395158518295,-0.040796996107899455,0.002551260257005131,0.0025800611784133447,-0.0019781073843893383,-0.3280192686963311,0.0025746855857749587,-0.010223534289968033,-0.03164336079467368,-0.1526992561182538,-0.02106949549517276,0.0014475148807806364,0.00255009220821398,-0.02972313780780457,-0.00764585051550959,-0.1402488772284085,-0.21399060087940933,-0.08815267166161493,0.003473157516544725,0.0025546351344322227,0.012486264120612505,-0.06965584106660569,0.012058480972189813
-0.04259873002882569,-1.0,-0.09918197668356152,-0.00385874378588572,-0.015153917987694984,-0.08806050533245122,-0.05708161117132944,-0.16284589138186853,0.0007528931256012909,-0.088706798835362,0.001406349328548205,0.0014066804501957143,-0.07771792295822975,-0.12438207187831504,-0.045469995763464145,-0.012157501227697059,-0.11183908330759817,0.0014060192469928729,0.0015154595151585792,-0.0015287517616938088,-0.24641986933080623,0.0014394494620888505,-0.006835901379038228,-0.005718759514409344,-0.01269186709835088,-0.017971011364021804,-0.0020312113840169066,0.0014040504973944362,0.07897476284751836,0.059418924537625054,-0.053770550443527104,-0.21058503970541098,-0.08508705023998912,0.0011484952698516927,0.0014115463350131343,0.11420067512291318,-0.018304625823765578,0.02282761489255203
-0.024752294173450057,-0.13494579161227077,-1.0,0.0026213814555186743,0.00272836529153945,-0.10905164518795149,0.007727033763799144,-0.05627689360129752,0.0020239973740093006,0.014927170780655839,0.00014319295313432978,0.00014316888126912955,-0.0267086014099672,-0.10617681705101854,-0.10578437761812108,0.03816844973824026,-0.08245127701290833,0.0001432059948203344,0.00014144743815257708,0.26552510022461345,-0.09337427053151319,0.00014175910102631715,0.007121931054273019,0.018956637842840084,0.07384008455773455,-0.023831570102288386,0.07629223359227676,0.0001432855575717339,0.18728427633599545,0.049682987876444394,0.028712116346119605,-0.1169951523435165,0.06959876023524576,-8.193239937381337e-05,0.00014294491157556416,0.1155712688158153,0.06697396627346719,0.010060294147828093
-0.02457458556991986,-0.09737820054157037,0.016571123877201964,-1.0,0.022231807777833713,-0.09571557554016731,0.034953089973082385,-0.06912033325449786,0.010523607263759095,-0.05529568529951149,0.01103520410271922,0.011036106563238359,-0.05537541067526715,-0.11293719450981238,-0.008448928007091499,0.03229298053029849,-0.04451542566528342,0.011034978428611342,0.011071386544450872,0.040003089268123765,-0.10244685449972873,0.011065649720475475,-0.01152907148140263,0.03419853581193709,0.08294788494938224,0.009645234012235203,0.007695516215299508,0.01103367404279012,0.2230059998035216,0.07447524354443404,0.05545742823313737,-0.12171636602481298,-0.006869287497290355,0.01297542477473966,0.011039837760820135,0.1558909987578323,-0.027283134489529452,0.023708277219888756
0.025147164012378376,0.0036046636418427783,0.14000166620107082,0.01546931066880478,-1.0,-0.01385246653150598,0.13413746222503523,0.13923685224840704,0.001021183525899066,0.14590184765439135,0.0015071292557045483,0.0015084176770170114,-0.02184274257167386,-0.09920060754858127,-0.04448040510426198,0.05165542431292758,-0.01446389242214538,0.001506638721879239,0.0015865002559299624,0.022981127777824305,0.11132526042845246,0.0015709498678259288,0.12306004445513327,0.08861522796516219,0.18497301036976976,0.0015167942357667743,0.007694546479010359,0.0015031798211205029,0.20087933187062487,0.16186920176938394,0.15615554587242259,0.09622514164421664,0.07902560973291137,0.009583448254840324,0.001518593584339356,0.2901764318329381,0.14129318221445497,0.03827894949766336
-0.012603183725236423,-0.19303846270536515,-0.0892708583472509,-0.003117665389909488,-0.02893844862814894,-1.0,0.017716305449649472,-0.10738002282496227,0.0014929580178795069,-0.04780962080674794,0.002144157452485263,0.002144486812670851,-0.041732589721061406,-0.16289994384613446,-0.15739941043433225,-0.017574221217929085,-0.14325278367331232,0.002143845654083395,0.0021837828005175633,0.16693994345986718,-0.2697334947115931,0.002177080185389011,-0.023313907119253418,-0.08694792306973799,-0.007336371116485778,-0.026475105939696684,-0.0026171432557258057,0.00214176755860921,0.05101243418517327,0.024753542095610186,-0.07712476585545779,-0.16135474828297558,-0.028176021580338887,0.002212142320864894,0.0021492785613205236,0.07502390813932215,-0.05429539826749654,0.0014379701332003167
-0.10430071856315848,-0.2024220325541695,-0.16886041942895577,0.002460097763782868,-0.007464798609777003,-0.1494467813468234,-1.0,-0.1274831060840356,0.0010883808165372067,-0.08044821720125771,0.0017478810672597303,0.0017479495223678343,-0.16879058257993873,-0.25126002216672416,-0.2289025299010628,-0.02529852353405315,-0.08949123302563804,0.0017478095511216458,0.0017570529524859636,0.0068075631286617635,-0.2657190337145954,0.0017555915145201681,-0.005878971291907468,-0.04478820770312924,-0.11935917486607339,-0.023463587228080993,0.0005809854787557862,0.001747469796984447,0.06361627510327986,-0.07771048113316859,-0.03694713010476263,-0.216123215549784,-0.10412871490332792,0.0047773953598424105,0.0017489838391799102,0.11130219205533305,-0.03987624283210077,0.017795117174252258
-0.11190376587347418,-0.23119793359989693,-0.24079571579302847,-0.004409136528009907,-0.008158703736753944,-0.0626050760310624,-0.024540563068548214,-1.0,0.0002975976471603689,-0.21013511680569683,0.0008609330019736242,0.0008609295909643295,-0.04274967900385442,-0.14602494150944573,-0.10676861872864928,-0.010937208619622647,-0.04497538795838631,0.0008609178562527859,0.0008627791425068685,0.19130805701102996,-0.32011770665481065,0.0008623095090396233,-0.010084249317891971,-0.047118328318655346,-0.1563435419550348,-0.021338070294607936,-0.0037456198393203332,0.0008608752767873047,-0.06322812628508451,-0.04589775858492045,-0.09683228753540256,-0.32474105458476044,-0.09508210677143761,0.0006997011202890832,0.0008611048448931312,-0.03861301624492281,-0.08166942495386562,0.014597251214520037
-0.05076701779658302,-0.31482449541136653,-0.16314149901178085,0.0018144732086480572,-0.01949889672817892,-0.1610305095291477,-0.016103674790663425,-0.12624775637585167,-1.0,-0.16824267025724457,0.00614734926922792,0.006147510064871666,-0.15921585769986374,-0.193347135895022,-0.17689261524024472,-0.01982543390035223,-0.08141759882767537,0.006147182821076593,0.06304037504003482,0.020909508877583374,-0.23925966529237166,0.006162723131907675,-0.020165102010888527,-0.02808400712999647,-0.05451848327450514,-0.012595326438738117,0.00806825715283956,0.006146284786669769,-0.09014080032340557,-0.03878857181409784,-0.06264694164229395,-0.259537018783474,-0.07018211357484756,0.005867006353415761,0.006149758371215067,-0.02927465370069277,-0.007722506683405701,-1.2236212227153904e-05
0.016594638439872016,-0.20488809903713662,-0.24806935533619762,0.005626324494425978,0.008150105581308993,-0.11977814447879574,-0.02926728938950284,-0.1164244532044784,0.00047828777936150045,-1.0,0.0011369135914276473,0.001137017989313633,-0.0544351504366277,-0.16328514419832654,-0.14433522422060713,-0.0025752720736300066,-0.07073747679651195,0.0011368441441741118,0.003589507701595989,-0.0006809748150025869,-0.17164375329853984,0.0011465688683643973,-0.018787567817897022,0.019016494105973825,0.08069527437495924,-0.014940066580926132,0.0019180873181979673,0.0011364539007069979,0.16915518996972845,0.026404097619810833,0.0002809489149746242,-0.13527716490730932,-0.09667988234007664,0.0029517544510717928,0.001138274180134481,0.05049919090426222,-0.04431204083512896,0.022282497534883806
